100,0.0007360000000000144
200,0.0010319999999999774
300,0.0016980000000000328
400,0.0022999999999999687
500,0.004859000000000002
600,0.003589999999999982
700,0.004713000000000023
800,0.004644999999999955
900,0.00970399999999999
1000,0.006396000000000013
2000,0.013224999999999987
3000,0.025011000000000005
4000,0.027758999999999978
5000,0.039067000000000074
6000,0.04772399999999999
7000,0.05288300000000001
8000,0.060269999999999935
9000,0.06728000000000012
10000,0.08532699999999993
20000,0.17193800000000015
30000,0.2650509999999999
40000,0.38634899999999983
50000,0.49258500000000005
60000,0.5791930000000001
70000,0.7054360000000006
80000,0.7878699999999998
90000,0.9328539999999998
100000,0.99688
