100,0.0005470000000116215
200,0.0012299999999925149
300,0.0031940000000076907
400,0.005875000000003183
500,0.008001000000007252
600,0.013997000000017579
700,0.014769999999998618
800,0.023896999999976742
900,0.0282749999999794
1000,0.03354900000002203
2000,0.12182100000001128
3000,0.2707399999999893
4000,0.4989530000000002
5000,0.8193159999999864
6000,1.113157000000001
7000,1.4771810000000016
8000,1.9570659999999975
9000,2.4082329999999956
10000,2.9692679999999996
20000,11.752890000000008
30000,26.182828
40000,47.29750200000001
