100,0.0006279999997786945
200,0.002301999998962856
300,0.003998000000137836
400,0.004073000000062166
500,0.004716000001280918
600,0.005348000000594766
700,0.012070000000676373
800,0.0069149999999353895
900,0.010900999999648775
1000,0.016924999999901047
2000,0.021559000000706874
3000,0.04189000000042142
4000,0.046965999999883934
5000,0.07032099999923958
6000,0.08917300000030082
7000,0.10777899999993679
8000,0.12044400000013411
9000,0.12440600000081758
10000,0.13545599999997648
20000,0.34169500000098196
30000,0.5122159999991709
40000,0.6834730000009586
50000,0.9063129999994999
60000,1.1173539999999775
70000,1.2990260000005946
80000,1.4649270000008983
90000,1.7792910000007396
100000,1.962349000001268
