100,0.0005309999996825354
200,0.001014999999824795
300,0.0030150000002322486
400,0.002813000000969623
500,0.003296000000773347
600,0.005135999999765772
700,0.009163999999145744
800,0.006911000000400236
900,0.007163000000218744
1000,0.00989800000024843
2000,0.017839999998614076
3000,0.02676700000120036
4000,0.031103999999686494
5000,0.047969999999622814
6000,0.048558000000411994
7000,0.07701599999927566
8000,0.0745150000002468
9000,0.08295099999850208
10000,0.10078800000155752
20000,0.2111910000003263
30000,0.3256700000001729
40000,0.4863650000006601
50000,0.5441160000009404
60000,0.6734240000005229
70000,0.8046649999996589
80000,0.9392800000005082
90000,1.1137020000005577
100000,1.234362000001056
