100,0.0004370000001472363
200,0.001574999999775173
300,0.003645000000233267
400,0.007196999999905529
500,0.01294899999993504
600,0.013549000000239175
700,0.02515999999968699
800,0.03030300000000352
900,0.046424000000115484
1000,0.03926999999976033
2000,0.1918030000001636
3000,0.4065410000002885
4000,0.7225220000000263
5000,1.1389970000000176
6000,1.6033079999997426
7000,2.2091099999997823
8000,2.977538999999979
9000,3.730486999999812
10000,4.433164999999917
20000,18.6223030000001
30000,42.58893900000021
40000,74.4411399999999
