100,0.0005880000007891795
200,0.0012490000008256175
300,0.0021890000007260824
400,0.0026230000003124587
500,0.003285999999206979
600,0.004924999999275315
700,0.005755000000135624
800,0.006354999999530264
900,0.007459000000380911
1000,0.009441999998671236
2000,0.026056999999127584
3000,0.04030600000078266
4000,0.04512799999974959
5000,0.06868799999938346
6000,0.07223599999997532
7000,0.09265600000071572
8000,0.10774300000048243
9000,0.12142099999982747
10000,0.14570000000094296
20000,0.30121799999869836
30000,0.45950300000004063
40000,0.6811369999995804
50000,0.8318179999987478
60000,1.050030999998853
70000,1.187607999996544
80000,1.3520390000012412
90000,1.5473930000007385
100000,1.8068329999987327
