100,0.0014809999999999546
200,0.0037289999999999823
300,0.010726000000000013
400,0.012462000000000029
500,0.018857999999999986
600,0.03250699999999995
700,0.035043999999999964
800,0.058705999999999925
900,0.068832
1000,0.08950400000000003
2000,0.36680899999999994
3000,0.8719100000000002
4000,1.484079
5000,2.3335300000000005
6000,3.4733409999999996
7000,4.718057999999999
8000,6.407584999999999
9000,8.202223
10000,9.869784
20000,41.66936100000001
30000,95.579504
40000,175.67578299999997
50000,276.853007
60000,402.06693999999993
70000,541.9164489999998
80000,754.475363
90000,939.1113700000001
100000,1162.503243
