100,0.0006320000011328375
200,0.0009890000001178123
300,0.001693999998678919
400,0.002088999999614316
500,0.0027399999999033753
600,0.004107000000658445
700,0.00453400000151305
800,0.00647200000094017
900,0.010751000001619104
1000,0.007899000000179512
2000,0.014343999999255175
3000,0.022995999999693595
4000,0.04087900000013178
5000,0.04212799999913841
6000,0.050687000000834814
7000,0.06844199999977718
8000,0.07227099999909115
9000,0.08905099999901722
10000,0.09848100000090199
20000,0.20079299999997602
30000,0.30638899999939895
40000,0.4620089999989432
50000,0.5867209999996703
60000,0.6650829999998678
70000,0.8292610000025888
80000,0.9394869999996445
90000,1.073921999999584
100000,1.1851610000012442
