100,0.0007539999996879487
200,0.0007120000000213622
300,0.0016919999998208368
400,0.001952999999957683
500,0.002668000000085158
600,0.003067000000100961
700,0.0031100000001060835
800,0.005181999999877007
900,0.008753999999953521
1000,0.005700000000160799
2000,0.01712199999974473
3000,0.02537800000027346
4000,0.04125399999975343
5000,0.032815000000027794
6000,0.06551300000000992
7000,0.0769030000001294
8000,0.06884599999966667
9000,0.07537699999966208
10000,0.11562000000003536
20000,0.284610000000157
30000,0.38683099999980186
40000,0.5248769999998331
