100,0.0008739999999999859
200,0.0017079999999999873
300,0.0029040000000000177
400,0.004001000000000032
500,0.004037999999999986
600,0.004560999999999982
700,0.006093999999999988
800,0.007201000000000013
900,0.008869000000000016
1000,0.012034999999999962
2000,0.02108399999999999
3000,0.047918000000000016
4000,0.05280600000000002
5000,0.06447599999999998
6000,0.08060099999999992
7000,0.09510099999999999
8000,0.11452300000000004
9000,0.14685300000000012
10000,0.15792300000000004
20000,0.34524
30000,0.5731580000000001
40000,0.773657
50000,0.9454069999999999
60000,1.1564199999999998
70000,1.364808
80000,1.6987159999999992
90000,1.8001880000000003
100000,2.0938420000000004
