100,0.0007409999999996586
200,0.0015399999999985425
300,0.002683000000001101
400,0.00340600000000002
500,0.004630000000000578
600,0.0037000000000002586
700,0.004187999999999192
800,0.004344999999998933
900,0.006833999999999563
1000,0.0060450000000003
2000,0.018806999999998908
3000,0.026074000000001263
4000,0.030548999999998827
5000,0.04258600000000001
6000,0.047589000000000325
7000,0.05789700000000053
8000,0.07493999999999978
9000,0.09052900000000008
10000,0.08676000000000172
20000,0.17310799999999915
30000,0.273871999999999
40000,0.3409139999999997
50000,0.47476899999999844
60000,0.5396579999999993
70000,0.6329010000000004
80000,0.7136239999999994
90000,0.8143599999999989
100000,0.9122630000000012
