1, 1, 1, 1.0
2, 1, 2, 1.250068
3, 1, 3, 1.556499
4, 1, 3, 1.624178
5, 1, 4, 1.878638
6, 1, 4, 1.861715
7, 1, 4, 2.041279
8, 1, 5, 2.12469
9, 1, 5, 2.18561
10, 1, 5, 2.209807
11, 1, 5, 2.363374
12, 1, 5, 2.346802
13, 1, 6, 2.45543
14, 1, 6, 2.503132
15, 1, 6, 2.52486
16, 1, 6, 2.548503
17, 1, 6, 2.632432
18, 1, 6, 2.656964
19, 1, 6, 2.742968
20, 1, 6, 2.745162
21, 1, 7, 2.762291
22, 1, 7, 2.790261
23, 1, 7, 2.868905
24, 1, 7, 2.867771
25, 1, 7, 2.901337
26, 1, 7, 2.937683
27, 1, 7, 2.96627
28, 1, 7, 2.978125
29, 1, 7, 3.037811
30, 1, 7, 3.029277
31, 1, 7, 3.078659
32, 1, 7, 3.097179
33, 1, 7, 3.11817
34, 1, 8, 3.150645
35, 1, 8, 3.166513
36, 1, 8, 3.161055
37, 1, 8, 3.199745
38, 1, 8, 3.228507
39, 1, 8, 3.251949
40, 1, 8, 3.252656
41, 1, 8, 3.292935
42, 1, 8, 3.29082
43, 1, 8, 3.330738
44, 1, 8, 3.339483
45, 1, 8, 3.344934
46, 1, 8, 3.366755
47, 1, 8, 3.403419
48, 1, 8, 3.40812
49, 1, 8, 3.427938
50, 1, 8, 3.43843
51, 1, 8, 3.452956
52, 1, 8, 3.465954
53, 1, 8, 3.499171
54, 1, 8, 3.502045
55, 1, 9, 3.518235
56, 1, 9, 3.516198
57, 1, 9, 3.53081
58, 1, 9, 3.543179
59, 1, 9, 3.571647
60, 1, 9, 3.570045
61, 1, 9, 3.601853
62, 1, 9, 3.619048
63, 1, 9, 3.625638
64, 1, 9, 3.635644
65, 1, 9, 3.643186
66, 1, 9, 3.646083
67, 1, 9, 3.66592
68, 1, 9, 3.682782
69, 1, 9, 3.694996
70, 1, 9, 3.696892
71, 1, 9, 3.718934
72, 1, 9, 3.714677
73, 1, 9, 3.739095
74, 1, 9, 3.754114
75, 1, 9, 3.763589
76, 1, 9, 3.770051
77, 1, 9, 3.782949
78, 1, 9, 3.785265
79, 1, 9, 3.805164
80, 1, 9, 3.805347
81, 1, 9, 3.815683
82, 1, 9, 3.830537
83, 1, 9, 3.85005
84, 1, 9, 3.844408
85, 1, 9, 3.857406
86, 1, 9, 3.870311
87, 1, 9, 3.882397
88, 1, 9, 3.885729
89, 1, 10, 3.905823
90, 1, 10, 3.903089
91, 1, 10, 3.910855
92, 1, 10, 3.917243
93, 1, 10, 3.927503
94, 1, 10, 3.937688
95, 1, 10, 3.951356
96, 1, 10, 3.950826
97, 1, 10, 3.97146
98, 1, 10, 3.97669
99, 1, 10, 3.981256
100, 1, 10, 3.983447
101, 1, 10, 3.998892
102, 1, 10, 3.999947
103, 1, 10, 4.019374
104, 1, 10, 4.021348
105, 1, 10, 4.021265
106, 1, 10, 4.032054
107, 1, 10, 4.052028
108, 1, 10, 4.050875
109, 1, 10, 4.068512
110, 1, 10, 4.069878
111, 1, 10, 4.079383
112, 1, 10, 4.081174
113, 1, 10, 4.094833
114, 1, 10, 4.097944
115, 1, 10, 4.106112
116, 1, 10, 4.108823
117, 1, 10, 4.116843
118, 1, 10, 4.129592
119, 1, 10, 4.135956
120, 1, 10, 4.132072
121, 1, 10, 4.139627
122, 1, 10, 4.147888
123, 1, 10, 4.156119
124, 1, 10, 4.163713
125, 1, 10, 4.172586
126, 1, 10, 4.172028
127, 1, 10, 4.18883
128, 1, 10, 4.189148
129, 1, 10, 4.195735
130, 1, 10, 4.202906
131, 1, 10, 4.21826
132, 1, 10, 4.214068
133, 1, 10, 4.221103
134, 1, 10, 4.233582
135, 1, 10, 4.232087
136, 1, 10, 4.233416
137, 1, 10, 4.247694
138, 1, 10, 4.248484
139, 1, 10, 4.262141
140, 1, 10, 4.260286
141, 1, 10, 4.272327
142, 1, 10, 4.277731
143, 1, 10, 4.281748
144, 1, 11, 4.28223
145, 1, 11, 4.287017
146, 1, 11, 4.293669
147, 1, 11, 4.303096
148, 1, 11, 4.304594
149, 1, 11, 4.319419
150, 1, 11, 4.317588
151, 1, 11, 4.328654
152, 1, 11, 4.331731
153, 1, 11, 4.340044
154, 1, 11, 4.339556
155, 1, 11, 4.346025
156, 1, 11, 4.344919
157, 1, 11, 4.353641
158, 1, 11, 4.36427
159, 1, 11, 4.369504
160, 1, 11, 4.36932
161, 1, 11, 4.375029
162, 1, 11, 4.374373
163, 1, 11, 4.391358
164, 1, 11, 4.387812
165, 1, 11, 4.395935
166, 1, 11, 4.402196
167, 1, 11, 4.411055
168, 1, 11, 4.412325
169, 1, 11, 4.420538
170, 1, 11, 4.418761
171, 1, 11, 4.423248
172, 1, 11, 4.429476
173, 1, 11, 4.437126
174, 1, 11, 4.441436
175, 1, 11, 4.444229
176, 1, 11, 4.44696
177, 1, 11, 4.456396
178, 1, 11, 4.459784
179, 1, 11, 4.470617
180, 1, 11, 4.469005
181, 1, 11, 4.477981
182, 1, 11, 4.479127
183, 1, 11, 4.485139
184, 1, 11, 4.486166
185, 1, 11, 4.492659
186, 1, 11, 4.49253
187, 1, 11, 4.501464
188, 1, 11, 4.50465
189, 1, 11, 4.508981
190, 1, 11, 4.509063
191, 1, 11, 4.520115
192, 1, 11, 4.518876
193, 1, 11, 4.525375
194, 1, 11, 4.532846
195, 1, 11, 4.536268
196, 1, 11, 4.53688
197, 1, 11, 4.544781
198, 1, 11, 4.541184
199, 1, 11, 4.549858
200, 1, 11, 4.553575
201, 1, 11, 4.560125
202, 1, 11, 4.564728
203, 1, 11, 4.57152
204, 1, 11, 4.573314
205, 1, 11, 4.574393
206, 1, 11, 4.585203
207, 1, 11, 4.583266
208, 1, 11, 4.58838
209, 1, 11, 4.594128
210, 1, 11, 4.590894
211, 1, 11, 4.595988
212, 1, 11, 4.598655
213, 1, 11, 4.606094
214, 1, 11, 4.612002
215, 1, 11, 4.614503
216, 1, 11, 4.615599
217, 1, 11, 4.621168
218, 1, 11, 4.62905
219, 1, 11, 4.632572
220, 1, 11, 4.631459
221, 1, 11, 4.632521
222, 1, 11, 4.639765
223, 1, 11, 4.646176
224, 1, 11, 4.648712
225, 1, 11, 4.649311
226, 1, 11, 4.656413
227, 1, 11, 4.662772
228, 1, 11, 4.666063
229, 1, 11, 4.671722
230, 1, 11, 4.671257
231, 1, 11, 4.671918
232, 1, 11, 4.674581
233, 1, 12, 4.683542
234, 1, 12, 4.683148
235, 1, 12, 4.687394
236, 1, 12, 4.690115
237, 1, 12, 4.693648
238, 1, 12, 4.696705
239, 1, 12, 4.705536
240, 1, 12, 4.703135
241, 1, 12, 4.711485
242, 1, 12, 4.711689
243, 1, 12, 4.717925
244, 1, 12, 4.722401
