100,0.00242099999999823,0.0
200,0.011499000000014803,0.0
300,0.015062999999997828,0.0
400,0.017770000000012942,0.0
500,0.041112999999995736,0.0
600,0.04110099999999761,0.0
700,0.035839000000009946,0.0
800,0.04620700000000966,0.0
900,0.05760499999999524,0.0
1000,0.0534020000000055,0.0
2000,0.14385999999998944,0.0
3000,0.1287240000000054,0.0
4000,0.28393700000000877,0.0
5000,0.3401420000000144,0.0
6000,0.28333200000000147,0.0
7000,0.46805700000001593,0.0
8000,0.5735430000000008,0.0
9000,0.9139150000000029,0.0
10000,0.5272989999999993,0.0
20000,1.4854069999999808,0.0
30000,2.3073229999999967,0.0
40000,3.3499100000000226,0.0
50000,4.483177999999981,0.0
60000,5.52047300000001,0.0
70000,6.528279999999995,0.0
80000,7.036995000000019,0.0
90000,8.653065999999995,0.0
100000,7.667111000000006,0.0
