100,0.0012400000000241107,0.0
200,0.002792999999996937,0.0
300,0.004912999999987733,0.0
400,0.004694999999998117,0.0
500,0.00501800000000685,0.0
600,0.008256999999986192,0.0
700,0.006839000000013584,0.0
800,0.008443999999997231,0.0
900,0.01148200000000088,0.0
1000,0.01562300000000505,0.0
2000,0.02569400000001565,0.0
3000,0.03256299999998191,0.0
4000,0.05124999999998181,0.0
5000,0.06826300000000174,0.0
6000,0.07172900000000482,0.0
7000,0.08723000000000525,0.0
8000,0.0878669999999886,0.0
9000,0.10532399999999598,0.0
10000,0.13786299999998164,0.0
20000,0.2452870000000189,0.0
30000,0.3553620000000137,0.0
40000,0.5005620000000022,0.0
50000,0.6093089999999961,0.0
60000,0.7393590000000074,0.0
70000,0.8855690000000038,0.0
80000,1.0569429999999898,0.0
90000,1.1610760000000084,0.0
100000,1.3342820000000017,0.0
