100,0.0004250000000070031,77.98643714141583
200,0.0008020000000072969,83.10366758520652
300,0.0011930000000006658,76.90370083317848
400,0.001453000000012139,82.30844314292533
500,0.002503000000004363,78.10583493952237
600,0.00269700000001194,81.31974769527137
700,0.0027460000000019136,75.30819760642855
800,0.002848999999997659,77.41730784491872
900,0.004471999999992704,78.66997660766113
1000,0.00406700000000626,78.36730349637851
2000,0.007307999999994763,77.90613281722574
3000,0.012659999999996785,75.0369800603702
4000,0.014192999999991684,79.63574257995548
5000,0.01898599999999817,83.26176473181096
6000,0.023640000000000327,78.83974932856184
7000,0.03698300000000643,73.98462068819622
8000,0.03639399999998716,78.4110463667389
9000,0.04528799999999933,74.88700204644107
10000,0.05485599999998669,73.3004604795612
20000,0.08483799999999064,79.01082451908101
30000,0.13758800000000804,77.24061149168891
40000,0.18685700000000338,77.38567391422733
50000,0.25486499999999523,76.02899556714436
60000,0.2893940000000157,76.87714537749018
70000,0.3514279999999985,75.02987851063648
80000,0.40356400000001713,75.29667278396738
90000,0.45201499999998873,75.34689478647564
100000,0.5190530000000138,74.50262515670367
